wavelength,energy,fit,1st der,2nd der
1275.0,0.97255,0.9400630745257228,-0.0032270256041120604,-7.9699776402202e-05
1280.0,0.96875,0.9369604158406559,-0.003317248761712871,-9.255738649498353e-05
1285.0,0.96498,0.9336682755931758,-0.0033847427351602418,-9.802488895336897e-05
1290.0,0.96124,0.930214809395098,-0.003457965433398289,-9.812968363919579e-05
1295.0,0.95753,0.9266784410594081,-0.0035614391367554824,-9.793468958568005e-05
1300.0,0.95385,0.9230273612764002,-0.0036915871439551383,-9.453308793556302e-05
1305.0,0.95019,0.9192479534815275,-0.003813864431150531,-8.644337223591463e-05
1310.0,0.94656,0.9153159419731406,-0.0039012170706658866,-7.170342158780107e-05
1315.0,0.94297,0.9112536491431669,-0.0039490810117916945,-5.167308953780311e-05
1320.0,0.93939,0.9072434988592508,-0.003988863042097239,-3.869062878802723e-05
1325.0,0.93585,0.9033217323142613,-0.00403496589769041,-3.4612205526957026e-05
1330.0,0.93233,0.8993736566673898,-0.0040839375961171775,-3.075689908824743e-05
1335.0,0.92884,0.8953378721875208,-0.004133225211588247,-2.2253728076142797e-05
1340.0,0.92537,0.8912249955177778,-0.004168918259846366,-9.336667375976266e-06
1345.0,0.92193,0.887061810774791,-0.004173623235424098,6.487207880921279e-06
1350.0,0.91852,0.8828840346838757,-0.00413719929418073,2.293737862820667e-05
1355.0,0.91513,0.8787726100411765,-0.004101685971232283,3.473287040632513e-05
1360.0,0.91176,0.8746363172643,-0.0040556466778359,4.879913588515247e-05
1365.0,0.90842,0.8705752108286617,-0.003973527486537955,5.832605116784558e-05
1370.0,0.90511,0.8666474070232354,-0.0038925117235909454,5.9384181255563373e-05
1375.0,0.90182,0.8628434567584592,-0.003830619620511957,5.292805976070771e-05
1380.0,0.89855,0.8590971721605188,-0.003787058986927318,4.380245053129075e-05
1385.0,0.89531,0.8554000593240415,-0.003756421895374868,3.2618787817173983e-05
1390.0,0.89209,0.8516523180492205,-0.0037229576657163647,2.6189967598204308e-05
1395.0,0.88889,0.8478463524725464,-0.0036715660956258083,2.468190278059139e-05
1400.0,0.88571,0.8441333566770993,-0.0036384660073498624,1.7273810871220127e-05
1405.0,0.88256,0.840459907426762,-0.003625623015429154,7.687724238683818e-06
1410.0,0.87943,0.8368313186232871,-0.003636438068707468,-4.520506451849687e-06
1415.0,0.87633,0.8332233983778831,-0.0036704471072636514,-1.7758339053795146e-05
1420.0,0.87324,0.8295475135008418,-0.0037000973505935853,-2.609060939084409e-05
1425.0,0.87018,0.8257817243674431,-0.00373048000858536,-2.8315018975057693e-05
1430.0,0.86713,0.8219527448435235,-0.003755382185436926,-2.651082925914772e-05
1435.0,0.86411,0.818113854282514,-0.0037933410115044562,-2.443008945015069e-05
1440.0,0.86111,0.8143284292703677,-0.0038394680716773745,-2.6409260652756754e-05
1445.0,0.85813,0.8105509072740295,-0.0038855447361290218,-2.9242553526049637e-05
1450.0,0.85517,0.8067147686921491,-0.003931536839743554,-2.829197825748899e-05
1455.0,0.85223,0.8027440257674227,-0.00395765805266754,-1.8272122686895857e-05
1460.0,0.84932,0.7987213747611576,-0.003973254960461371,-4.938839647774607e-06
1465.0,0.84642,0.794788260521128,-0.003974335732715878,1.9369370649339654e-06
1470.0,0.84354,0.7909035391393788,-0.003960110139106363,5.3151968538714595e-06
1475.0,0.84068,0.7870661832913676,-0.003961148758716432,5.45551865302528e-06
1480.0,0.83784,0.783198109527862,-0.003969000169296959,8.132084982995734e-06
1485.0,0.83502,0.7792289627096746,-0.003937029463773586,1.8269758546541156e-05
1490.0,0.83221,0.7752568184445426,-0.0038808504270618034,2.8869163934571048e-05
1495.0,0.82943,0.7713042971883293,-0.003800159438726003,3.836998769923914e-05
1500.0,0.82667,0.7674587562419782,-0.003729861094036704,4.0852915018066926e-05
1505.0,0.82392,0.7637122124092026,-0.003678570414780362,3.725622111553029e-05
1510.0,0.82119,0.7600379607029558,-0.0036528965616896424,2.9793687972417253e-05
1515.0,0.81848,0.7564763610040698,-0.0036514967543123124,1.587326398919421e-05
1520.0,0.81579,0.7528300195533574,-0.0036705376824830256,9.473751729438675e-06
1525.0,0.81311,0.7491756731113351,-0.003663482573012233,5.332938167201947e-06
1530.0,0.81046,0.7455143611371704,-0.003659599827548794,2.5853322967810642e-06
1535.0,0.80782,0.7418557180490228,-0.003657978008329249,8.37538611010236e-07
1540.0,0.80519,0.7381980068403399,-0.0036575477389024554,2.1866803029911824e-07
1545.0,0.80259,0.7345406141609158,-0.0036571416057640744,7.947273738947644e-07
1550.0,0.8,0.7308841159290542,-0.003655559796098233,2.5638956357605658e-06
1555.0,0.79743,0.7272302752978104,-0.003651639388089573,5.453983050319089e-06
1560.0,0.79487,0.7235819704546012,-0.003644324989567323,9.322315846770372e-06
1565.0,0.79233,0.7199430521592088,-0.003632738177842729,1.39582895911912e-05
1570.0,0.78981,0.7163181335937343,-0.003616242950702315,1.9088834014988586e-05
1575.0,0.7873,0.712712318009581,-0.003594504155621802,2.4387032228905263e-05
1580.0,0.78481,0.7091308728109345,-0.0035675356213659285,2.9484137221340388e-05
1585.0,0.78233,0.7055788621114587,-0.00353573447323875,3.3985228539798245e-05
1590.0,0.77987,0.7020607534411449,-0.0034998978703537896,3.7488752054687315e-05
1595.0,0.77743,0.6985800181633146,-0.0034612181603920103,3.961018570396266e-05
1600.0,0.775,0.6951387492877714,-0.003421252204414921,4.0010074117915735e-05
1605.0,0.77259,0.6917373247349385,-0.003381860381407151,3.8426675022724716e-05
1610.0,0.77019,0.6883741487176792,-0.003345110539316541,3.471346032176499e-05
1615.0,0.7678,0.6850455087620682,-0.0033131419164667475,2.8881714753602682e-05
1620.0,0.76543,0.6817455909860356,-0.0032879838143167824,2.1148475025862742e-05
1625.0,0.76308,0.6784667015953002,-0.003271323559637527,1.1990052323028206e-05
1630.0,0.76074,0.6751997481392348,-0.00326421805128977,2.2013810880405337e-06
1635.0,0.75841,0.6719350398958335,-0.0032667429438745796,-7.038563023700046e-06
1640.0,0.7561,0.668663472823821,-0.0032775732776322277,-1.409503311952426e-05
1645.0,0.7538,0.6653781708323188,-0.003293489121076432,-1.6799226074037704e-05
1650.0,0.75152,0.6620766616731576,-0.003308799549943983,-1.2363199665342897e-05
1655.0,0.74924,0.6587636725590968,-0.003314678043124891,2.7122510573964267e-06
1660.0,0.74699,0.6554546376516563,-0.003298402133386888,3.273700107293419e-05
1665.0,0.74474,0.6521800168463128,-0.003242489907739764,8.293852925256415e-05
1670.0,0.74251,0.648990532808869,-0.0031237257094638505,0.00015957662168935205
1675.0,0.7403,0.6459634409869248,-0.0029120671508529672,0.0002700660873913212
1680.0,0.7381,0.6432099553321194,-0.0025694253028827087,0.0004231077292368244
1685.0,0.73591,0.6408839607243398,-0.002048309685084017,0.0006288278130912742
1690.0,0.73373,0.6391921515875373,-0.0012903294360074157,0.0008989262779839121
1695.0,0.73156,0.6384057449271228,-0.00022454180177947178,0.0012468339302446933
